unlist(log.txt)
Non-hierarchical:  NAIVE: 0.237 sec elapsed
Non-hierarchical:  NAIVE: 0.206 sec elapsed
Non-hierarchical:  NAIVE: 0.209 sec elapsed
Non-hierarchical:  NAIVE: 0.212 sec elapsed
Non-hierarchical:  NAIVE: 0.207 sec elapsed
Non-hierarchical:  NAIVE: 0.217 sec elapsed
Non-hierarchical:  NAIVE: 0.213 sec elapsed
Non-hierarchical:  NAIVE: 0.208 sec elapsed
Non-hierarchical:  NAIVE: 0.208 sec elapsed
Non-hierarchical:  NAIVE: 0.2 sec elapsed
