unlist(log.txt)
Non-hierarchical prophet: : 68.248 sec elapsed
Non-hierarchical prophet: : 67.171 sec elapsed
Non-hierarchical prophet: : 67.093 sec elapsed
Non-hierarchical prophet: : 67.086 sec elapsed
Non-hierarchical prophet: : 67.089 sec elapsed
Non-hierarchical prophet: : 67.065 sec elapsed
Non-hierarchical prophet: : 67.154 sec elapsed
Non-hierarchical prophet: : 66.928 sec elapsed
Non-hierarchical prophet: : 67.055 sec elapsed
Non-hierarchical prophet: : 67.233 sec elapsed
